STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2010,,12799.066149238,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,FDIFLOW,FDI flows,INWARD,Inward,PC_GDP,% of GDP,A,Annual,2010,,-0.04181156603222,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2010,,8.0675542612873,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2010,,-17.219228580677,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,FDIFLOW,FDI flows,INWARD,Inward,PC_GDP,% of GDP,A,Annual,2010,,19.289769764699,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2010,,245.13629499469,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,FDIFLOW,FDI flows,INWARD,Inward,PC_GDP,% of GDP,A,Annual,2010,,0.11109587587448,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2010,,3.6901540830681,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2010,,4.0851689163847,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2010,,7358.940397351,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,FDIFLOW,FDI flows,INWARD,Inward,PC_GDP,% of GDP,A,Annual,2010,,-2.850685691873,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2010,,2.4340939230813,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,WLD,World,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2010,,1520440.5820793,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IND,India,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2010,,27396.53729,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHN,China (People's Republic of),FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2010,,243703.4346,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PHL,Philippines,FDIRESTR,FDI restrictiveness,MFG,Manufacturing,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.068,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PHL,Philippines,FDIRESTR,FDI restrictiveness,TELECOMMS,Telecommunications,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.665,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PHL,Philippines,FDIRESTR,FDI restrictiveness,ELECTRICITY,Electricity,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.455,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUN,Tunisia,FDIRESTR,FDI restrictiveness,PRIMSECT,Primary sector,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.269,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MAR,Morocco,FDIRESTR,FDI restrictiveness,PRIMSECT,Primary sector,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.169,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2010,,1019.6026490066,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,FDIRESTR,FDI restrictiveness,BSNSSERV,Business services,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.013,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,FDIRESTR,FDI restrictiveness,PRIMSECT,Primary sector,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.138,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,FDIRESTR,FDI restrictiveness,ELECTRICITY,Electricity,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.025,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,FDIRESTR,FDI restrictiveness,PRIMSECT,Primary sector,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.181,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,FDIRESTR,FDI restrictiveness,MEDIA,Media,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.225,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,FDIRESTR,FDI restrictiveness,TOT,Total,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.04,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,FDIRESTR,FDI restrictiveness,PRIMSECT,Primary sector,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.013,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,FDIRESTR,FDI restrictiveness,MEDIA,Media,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.25,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,FDIRESTR,FDI restrictiveness,BSNSSERV,Business services,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.125,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,FDIRESTR,FDI restrictiveness,PRIMSECT,Primary sector,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.138,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,FDIRESTR,FDI restrictiveness,BSNSSERV,Business services,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.051,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,FDIRESTR,FDI restrictiveness,MEDIA,Media,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.225,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,FDIRESTR,FDI restrictiveness,TRANSPORT,Transport,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.075,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,FDIRESTR,FDI restrictiveness,TRANSPORT,Transport,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.083,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,FDIRESTR,FDI restrictiveness,FINANSERV,Financial services,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.017,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,FDIRESTR,FDI restrictiveness,TRANSPORT,Transport,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.092,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,FDIRESTR,FDI restrictiveness,MEDIA,Media,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.298,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,FDIRESTR,FDI restrictiveness,BSNSSERV,Business services,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.313,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,FDIRESTR,FDI restrictiveness,FINANSERV,Financial services,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.233,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,FDIRESTR,FDI restrictiveness,DISTRIB,Distribution,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,FDIRESTR,FDI restrictiveness,PRIMSECT,Primary sector,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.062,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,FDIRESTR,FDI restrictiveness,PRIMSECT,Primary sector,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.319,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,FDIRESTR,FDI restrictiveness,MFG,Manufacturing,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.103,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,FDIRESTR,FDI restrictiveness,TELECOMMS,Telecommunications,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,FDIRESTR,FDI restrictiveness,FINANSERV,Financial services,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.05,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,FDIRESTR,FDI restrictiveness,TELECOMMS,Telecommunications,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.265,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,FDIRESTR,FDI restrictiveness,ELECTRICITY,Electricity,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.025,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,FDIRESTR,FDI restrictiveness,TRANSPORT,Transport,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,FDIRESTR,FDI restrictiveness,FINANSERV,Financial services,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.018,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,FDIRESTR,FDI restrictiveness,TOT,Total,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.052,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,FDIRESTR,FDI restrictiveness,MEDIA,Media,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.112,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,FDIRESTR,FDI restrictiveness,FINANSERV,Financial services,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.119,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,FDIRESTR,FDI restrictiveness,PRIMSECT,Primary sector,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.079,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,FDIRESTR,FDI restrictiveness,TOT,Total,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.032,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,FDIRESTR,FDI restrictiveness,TRANSPORT,Transport,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,FDIRESTR,FDI restrictiveness,TOT,Total,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.023,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,FDIRESTR,FDI restrictiveness,FINANSERV,Financial services,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.054,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,FDIRESTR,FDI restrictiveness,MEDIA,Media,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.009,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,FDIRESTR,FDI restrictiveness,BSNSSERV,Business services,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.046,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,FDIRESTR,FDI restrictiveness,MFG,Manufacturing,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.009,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,FDIRESTR,FDI restrictiveness,PRIMSECT,Primary sector,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.056,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,FDIRESTR,FDI restrictiveness,TOT,Total,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.033,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,FDIRESTR,FDI restrictiveness,TELECOMMS,Telecommunications,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.625,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,FDIRESTR,FDI restrictiveness,MEDIA,Media,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.71,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,FDIRESTR,FDI restrictiveness,BSNSSERV,Business services,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.11,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,FDIRESTR,FDI restrictiveness,PRIMSECT,Primary sector,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.035,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,FDIRESTR,FDI restrictiveness,TOT,Total,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.04,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,FDIRESTR,FDI restrictiveness,TOT,Total,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.106,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,FDIRESTR,FDI restrictiveness,MEDIA,Media,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,FDIRESTR,FDI restrictiveness,BSNSSERV,Business services,RESTR,0 = open; 1 = closed,A,Annual,2010,,0.078,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2009,,-0.23668806717417,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2009,,-20.839121978327,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,FDIFLOW,FDI flows,INWARD,Inward,PC_GDP,% of GDP,A,Annual,2009,,3.714303500776,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2009,,1.8438426696379,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,FDIFLOW,FDI flows,OUTWARD,Outward,MLN_USD,Million US dollars,A,Annual,2009,,21276.743539872,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,FDIFLOW,FDI flows,INWARD,Inward,PC_GDP,% of GDP,A,Annual,2009,,1.4119235094167,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,FDIFLOW,FDI flows,OUTWARD,Outward,MLN_USD,Million US dollars,A,Annual,2009,,39660.066584896,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2009,,27417.719544533,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FDIFLOW,FDI flows,INWARD,Inward,PC_GDP,% of GDP,A,Annual,2009,,1.5274964823829,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,G20,G20,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2009,,1.6685626922543,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,G20,G20,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2009,,694005.82166975,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EU,European Union,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2009,,418004.24041282,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2009,,0.42309284182886,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2009,,0.82437561102123,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,FDIFLOW,FDI flows,OUTWARD,Outward,MLN_USD,Million US dollars,A,Annual,2009,,1751.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IDN,Indonesia,FDIFLOW,FDI flows,OUTWARD,Outward,MLN_USD,Million US dollars,A,Annual,2009,,2249,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IND,India,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2009,,1.2382499957808,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2009,,-0.60493391617006,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,FDIFLOW,FDI flows,OUTWARD,Outward,MLN_USD,Million US dollars,A,Annual,2009,,1375.0847457627,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2009,,13855,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2009,,1443.56970155,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EU27_2020,European Union – 27 countries (from 01/02/2020),FDIFLOW,FDI flows,OUTWARD,Outward,MLN_USD,Million US dollars,A,Annual,2009,,421170.65789744,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,COL,Colombia,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2009,,1.5075826995075,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,FDIFLOW,FDI flows,INWARD,Inward,PC_GDP,% of GDP,A,Annual,2009,,-1.1986168354124,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,WLD,World,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2009,,1.9494558687948,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,WLD,World,FDIFLOW,FDI flows,OUTWARD,Outward,MLN_USD,Million US dollars,A,Annual,2009,,1184920.5470342,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2009,,10094.603423494,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,FDIFLOW,FDI flows,INWARD,Inward,PC_GDP,% of GDP,A,Annual,2009,,0.913966611356,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ARG,Argentina,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2009,,4017.158925,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2009,,157737,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2009,,11.257302862937,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2009,,6.0028569556376,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2009,,-0.82492479899023,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2009,,701.25,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,FDIFLOW,FDI flows,INWARD,Inward,PC_GDP,% of GDP,A,Annual,2009,,-0.00777005411986,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,FDIFLOW,FDI flows,INWARD,Inward,PC_GDP,% of GDP,A,Annual,2009,,0.54851494777993,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,FDIFLOW,FDI flows,OUTWARD,Outward,MLN_USD,Million US dollars,A,Annual,2009,,1553,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2009,,0.83158797863845,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,FDIFLOW,FDI flows,OUTWARD,Outward,MLN_USD,Million US dollars,A,Annual,2009,,3656.7551238745,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,FDIFLOW,FDI flows,OUTWARD,Outward,MLN_USD,Million US dollars,A,Annual,2009,,10891.718732612,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2009,,17849.946624,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2009,,1.0956592656828,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,FDIFLOW,FDI flows,OUTWARD,Outward,MLN_USD,Million US dollars,A,Annual,2009,,6708.8080022228,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2009,,23806.612948041,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2009,,0.96715600704314,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2009,,0.62029695691004,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2009,,0.45803453667409,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,FDIFLOW,FDI flows,OUTWARD,Outward,MLN_USD,Million US dollars,A,Annual,2009,,100871.78243957,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,FDIFLOW,FDI flows,OUTWARD,Outward,MLN_USD,Million US dollars,A,Annual,2009,,5597.3881633787,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2009,,30735.325090303,,A,,,,,,,
